id,entity_id,entity_label,relation_id,relation_label,question,span
223,Q10956161,Door Ki Awaaz,P86,composer,whose music is in the film door ki awaaz?,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
224,Q2702192,Disney Universe,P178,developer,who developed disney universe,"[0, 0, 1, 1]"
225,Q3616,Tehran,P19,place of birth,what's the name of a person born in tehran,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
226,Q3546604,Telefilm Canada,P272,production company,what movie is produced by telefilm canada,"[0, 0, 0, 0, 0, 1, 1]"
227,Q1474376,Phenomena,P364,original language of film or TV show,Which european language is phenomena filmed in?,"[0, 0, 0, 0, 1, 0, 0]"
228,Q16252588,Once Upon a Time,P495,country of origin,which country released the movie once upon a time,"[0, 0, 1, 0, 0, 1, 1, 1, 1]"
229,Q2325234,The Tower of Lies,P136,genre,what's a good descriptor of the tower of lies,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
230,Q2701232,Ken Jay,P21,sex or gender,what gender is ken jay?,"[0, 0, 0, 1, 1]"
231,Q49451,progressive rock,P136,genre,what is a progressive rock artist?,"[0, 0, 0, 1, 1, 0]"
232,Q3012576,The Saphead,P136,genre,what genre is the saphead on netflix,"[0, 0, 0, 1, 1, 0, 0]"
233,Q152232,Womanlight,P136,genre,what genre of film is womanlight,"[0, 0, 0, 0, 0, 1]"
234,Q1644143,Johan Thorbjørnsen,P413,position played on team / speciality,What football position does johan thorbjørnsen fill,"[0, 0, 0, 0, 1, 1, 0]"
235,Q4303000,Oleg Morozov,P27,country of citizenship,what country gives oleg morozov his or her nationality,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
236,Q275314,Geraldine Brooks,P509,cause of death,why did  geraldine brooks die,"[0, 0, 1, 1, 0]"
237,Q3718981,Edelmiro Arévalo,P413,position played on team / speciality,What football position does edelmiro arévalo play?,"[0, 0, 0, 0, 1, 1, 0]"
238,Q3499871,Damir Kreilach,P413,position played on team / speciality,what position does damir kreilach play in football,"[0, 0, 0, 1, 1, 0, 0, 0]"
239,Q7143125,Pasumpon,P364,original language of film or TV show,in what language is the film pasumpon in,"[0, 0, 0, 0, 0, 0, 1, 0]"
240,Q6077027,Pituka de Foronda,P21,sex or gender,is  pituka de foronda male or female,"[0, 1, 1, 1, 0, 0, 0]"
241,Q150169,Fire Emblem: The Sacred Stones,P179,part of the series,what videogame series is fire emblem: the sacred stones from,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
242,Q5542135,George Mardikian,P20,place of death,Where did george mardikian die?,"[0, 0, 1, 1, 0]"
243,Q7747,Vladimir Putin,P737,influenced by,Who influenced Vladimir Putin?,"[0, 0, 1, 1]"
244,Q483412,The Chronicles of Narnia,P179,part of the series,What's a book from the the chronicles of narnia,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
245,Q7202044,Plastic Crimewave,P264,record label,what label is the artist  plastic crimewave from,"[0, 0, 0, 0, 0, 1, 1, 0]"
246,Q508225,Thom Fitzgerald,P58,screenwriter,What is a film written by thom fitzgerald?,"[0, 0, 0, 0, 0, 0, 1, 1]"
247,Q239371,Ai Fukuhara,P27,country of citizenship,ai fukuhara is a citizen of what nation?,"[1, 1, 0, 0, 0, 0, 0, 0]"
248,Q193,Saturn,P398,child astronomical body,which satellite was most recently discovered orbiting saturn,"[0, 0, 0, 0, 0, 0, 0, 1]"
249,Q1424273,If I Were a Rich Man,P495,country of origin,which country was if i were a rich man filmed in,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
250,Q754474,REC,P136,genre,what genre does netflix think rec is,"[0, 0, 0, 0, 0, 1, 0]"
251,Q220,Rome,P19,place of birth,Name a person born in rome.,"[0, 0, 0, 0, 0, 1]"
252,Q5235209,David Hudson,P27,country of citizenship,what is the nationality of david hudson,"[0, 0, 0, 0, 0, 1, 1]"
253,Q4860673,Bari Koral,P27,country of citizenship,what is bari koral's nationality ,"[0, 0, 1, 1, 0]"
254,Q7640082,Sung Hwan Kim,P21,sex or gender,what is sung hwan kim's gender,"[0, 0, 1, 1, 1, 0]"
255,Q573159,Anthony Dowell,P21,sex or gender,what is anthony dowell's gender?,"[0, 0, 1, 1, 0]"
256,Q7857891,Twice the Speed of Life,P136,genre,what kind of album is twice the speed of life,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]"
257,Q5610650,Grosvenor Park Productions,P272,production company,what is a film produced by grosvenor park productions,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
258,Q936976,Henry IV of France,P40,child,who were the children of henry iv of france?,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
259,Q7775275,The Witch Affair,P495,country of origin,What country is the witch affair from,"[0, 0, 0, 1, 1, 1, 0]"
260,Q7512494,Sigmund Livingston,P140,religion or worldview,what religion does sigmund livingston follow,"[0, 0, 0, 1, 1, 0]"
261,Q2355741,Port Salerno,P131,located in the administrative territorial entity,where is port salerno in ,"[0, 0, 1, 1, 0]"
262,Q7718709,The Blow,P264,record label,What label is the blow signed to?,"[0, 0, 0, 1, 1, 0, 0]"
263,Q765041,Henry Tazewell,P21,sex or gender,What gender is henry tazewell,"[0, 0, 0, 1, 1]"
264,Q49451,progressive rock,P136,genre,which artist performs progressive rock,"[0, 0, 0, 1, 1]"
265,Q11725,Chongqing,P17,country,what country is the city chongqing in,"[0, 0, 0, 0, 0, 1, 0]"
266,Q1483675,(9129) 1998 HU144,P196,minor planet group,where is (9129) 1998 hu144 located,"[0, 0, 1, 1, 1, 0]"
267,Q7341161,"Robert ""Bucket"" Hingley",P106,occupation,"which profession does robert \\""bucket\\"" hingley belong to?","[0, 0, 0, 1, 0, 1, 0, 0]"
268,Q7505974,Shyamaprasad,P27,country of citizenship,what nationality is shyamaprasad,"[0, 0, 0, 1]"
269,Q2211168,Sadik Hakim,P19,place of birth,where was sadik hakim born?,"[0, 0, 1, 1, 0]"
270,Q34316,Doctor Who,P179,part of the series,what type of episode is doctor who?,"[0, 0, 0, 0, 0, 1, 1]"
271,Q3113510,Maria Takagi,P172,ethnic group,what is maria takagi's ethnicity?,"[0, 0, 1, 1, 0]"
272,Q185846,Chris Noonan,P58,screenwriter,what's one film that chris noonan wrote,"[0, 0, 0, 0, 1, 1, 0]"
273,Q16146261,James Adams,P106,occupation,what is james adams's occupation ,"[0, 0, 1, 1, 0]"
274,Q3814935,Khalil Allawi,P413,position played on team / speciality,which position does khalil allawi play,"[0, 0, 0, 1, 1, 0]"
275,Q7608322,Stephanie Lawrence,P19,place of birth,Where was stephanie lawrence born?,"[0, 0, 1, 1, 0]"
276,Q7185578,Phill Wilson,P19,place of birth,in which city was phill wilson born,"[0, 0, 0, 0, 1, 1, 0]"
277,Q1399967,Theme Park World,P123,publisher,who published theme park world ,"[0, 0, 1, 1, 1]"
278,Q7770034,The Treasure Seekers,P495,country of origin,Where is the film the treasure seekers from,"[0, 0, 1, 0, 1, 1, 1, 0]"
279,Q7232362,Portraits in Moonlight,P136,genre,What genre is the book portraits in moonlight?,"[0, 0, 0, 0, 0, 1, 1, 1]"
280,Q2241186,Steve Scheffler,P413,position played on team / speciality,What position did steve scheffler play,"[0, 0, 0, 1, 1, 0]"
281,Q4850077,Balaraju Katha,P57,director,who directed balaraju katha?,"[0, 0, 1, 1]"
282,Q719766,Ted Joans,P20,place of death,Where did ted joans die?,"[0, 0, 1, 1, 0]"
283,Q1043600,Carmen,P264,record label,What label did carmen record with ,"[0, 0, 0, 1, 0, 0]"
284,Q584226,Underclass Hero,P136,genre,Which genre of music is on the album titled underclass hero,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
285,Q6024866,Indila,P19,place of birth,Where was indila born,"[0, 0, 1, 0]"
286,Q7642979,Super æ,P175,performer,Who made the album super æ,"[0, 0, 0, 0, 1, 1]"
287,Q336286,defender,P413,position played on team / speciality,whos someone who plays defender on a football team,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
288,Q745238,Paul Sorensen,P20,place of death,what is paul sorensen's place of birth ,"[0, 0, 1, 1, 0, 0, 0]"
289,Q201330,goalkeeper,P413,position played on team / speciality,Name a goalkeeper.,"[0, 0, 1]"
290,Q3711,Belgrade,P19,place of birth,name a person who was born in belgrade.,"[0, 0, 0, 0, 0, 0, 0, 1]"
291,Q6210897,Joe Leeway,P264,record label,what company has joe leeway signed with?,"[0, 0, 0, 1, 1, 0, 0]"
292,Q108597,Dave Brubeck,P136,genre,what type of must does dave brubeck play,"[0, 0, 0, 0, 0, 1, 1, 0]"
293,Q11817500,Piotr Grabowski,P19,place of birth,Where was piotr grabowski born,"[0, 0, 1, 1, 0]"
294,Q11792043,Niki Sullivan,P1303,instrument,what instrument did niki sullivan play?,"[0, 0, 0, 1, 1, 0]"
295,Q6502807,Lavoura Arcaica,P495,country of origin,what country is lavoura arcaica?,"[0, 0, 0, 1, 1]"
296,Q845102,Rumble Fish,P144,based on,What did rumble fish adapt from?,"[0, 0, 1, 1, 0, 0]"
297,Q497871,Clarendon County,P131,located in the administrative territorial entity,What town is located in clarendon county?,"[0, 0, 0, 0, 0, 1, 1]"
298,Q11399,rock music,P136,genre,what was Suzi Quatro's sixth rock music album?,"[0, 0, 0, 0, 0, 1, 1, 0]"
299,Q5692662,Heartbreak,P175,performer,Who recorded the album heartbreak,"[0, 0, 0, 0, 1]"
300,Q3067976,Miki 1,P136,genre,is miki 1 j-pop or k-pop,"[0, 1, 1, 0, 0, 0]"
301,Q639301,Yello,P175,performer,What is the name of an album from yello,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
302,Q147739,Izmail,P19,place of birth,what is the name of someone born in izmail,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
303,Q1579557,Hans Freudenberg,P21,sex or gender,what sex is hans freudenberg,"[0, 0, 0, 1, 1]"
304,Q20921,Daejeon,P19,place of birth,Who was born in daejeon?,"[0, 0, 0, 0, 1]"
305,Q358052,Adler Planetarium,P112,founded by,who was the founder of adler planetarium?,"[0, 0, 0, 0, 0, 1, 1]"
306,Q15971215,Arthur George Hammond,P19,place of birth,where was arthur george hammond born?,"[0, 0, 1, 1, 1, 0]"
307,Q865498,Powerpuff Girls Z,P136,genre,powerpuff girls z is what type of tv show?,"[1, 1, 1, 0, 0, 0, 0, 0, 0]"
308,Q625552,Francis Lister,P21,sex or gender,what is the sex of francis lister,"[0, 0, 0, 0, 0, 1, 1]"
309,Q6513474,Lee Dong-sik,P413,position played on team / speciality,What soccer position does lee dong-sik hold,"[0, 0, 0, 0, 1, 1, 0]"
310,Q251098,The Donna Summer Anthology,P175,performer,who is the artist of the donna summer anthology,"[0, 0, 1, 0, 0, 1, 1, 1, 1]"
311,Q887973,Bob Haney,P170,creator,What characters has bob haney created?,"[0, 0, 0, 1, 1, 0]"
312,Q1066019,Charles Schnee,P20,place of death,What city in southern california did charles schnee die in?,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
313,Q2256891,Nothing,P175,performer,who is the singer of nothing,"[0, 0, 0, 0, 0, 1]"
314,Q772867,Robert Paynter,P344,director of photography,What film was done by the cinematographer robert paynter,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
315,Q1048902,pitcher,P413,position played on team / speciality,Who played pitcher for the oakland a's,"[0, 0, 1, 0, 0, 0, 0]"
316,Q5516790,Gagame Feni,P413,position played on team / speciality,What football position does gagame feni play,"[0, 0, 0, 0, 1, 1, 0]"
317,Q2907467,Pinchas Goldschmidt,P21,sex or gender,what sex is pinchas goldschmidt,"[0, 0, 0, 1, 1]"
318,Q130232,drama film,P136,genre,what are examples of dramas,"[0, 0, 0, 0, 1]"
319,Q136780,1176 Lucidor,P31,instance of,what kind of astrological body is 1176 lucidor,"[0, 0, 0, 0, 0, 0, 1, 1]"
320,Q34740,genus,P105,taxon rank,what is the organism classification of genus,"[0, 0, 0, 0, 0, 0, 1]"
321,Q296796,Dino De Laurentiis,P162,producer,What film is produced by Dino de Laurentils?,"[0, 0, 0, 0, 0, 1, 1, 0]"
322,Q903257,Peggy Sue Got Married,P495,country of origin,which country is the film peggy sue got married released in?,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
323,Q12054356,Silas Casey,P27,country of citizenship,which country is silas casey from,"[0, 0, 0, 1, 1, 0]"
324,Q6883544,Mitti,P495,country of origin,which country was mitti made in,"[0, 0, 0, 1, 0, 0]"
325,Q5434617,Far Wes,P175,performer,Far wes is an album by what guitarist?,"[1, 1, 0, 0, 0, 0, 0, 0]"
326,Q234216,Bethany Hamilton,P19,place of birth,Where did the birth of bethany hamilton take place?,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
327,Q1372074,Josh Ritter,P136,genre,what genre does the artist josh ritter perform,"[0, 0, 0, 0, 0, 1, 1, 0]"
328,Q183504,indie rock,P136,genre,what is an indie rock album,"[0, 0, 0, 1, 1, 0]"
329,Q647282,La terrazza,P57,director,who directed the film la terrazza,"[0, 0, 0, 0, 1, 1]"
330,Q2085736,The World,P136,genre,what kind of movie is the world,"[0, 0, 0, 0, 0, 1, 1]"
331,Q1763846,The Road to You,P175,performer,who is the musician that created the road to you,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]"
332,Q2784843,Raymond Bossaerts,P21,sex or gender,What is raymond bossaerts's gender,"[0, 0, 1, 1, 0]"
333,Q9256,Andromeda,P59,constellation,The constellation andromeda (constellation) is located where,"[0, 0, 1, 0, 0, 0, 0]"
334,Q32277,Virgin Atlantic,P113,airline hub,which airport is hub for virgin atlantic,"[0, 0, 0, 0, 0, 1, 1]"
335,Q3829187,Three Guys Named Mike,P495,country of origin,What country produced the film Three Guys Named Mike.,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
336,Q7080559,Oh What a Beautiful Morning,P175,performer,who released oh what a beautiful morning,"[0, 1, 1, 1, 1, 1, 1]"
337,Q11863501,Hobitit,P364,original language of film or TV show,What language is used in the tv program hobitit,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
338,Q894846,Mission to Moscow,P57,director,Who directed the film mission to moscow?,"[0, 0, 0, 0, 1, 1, 1]"
339,Q362,World War II,P607,conflict,who was a prominent figure in world war ii,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
340,Q1764292,Robinsonekspedisjonen,P495,country of origin,what country did the tv show  robinsonekspedisjonen come from,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
341,Q71073,Gustav Schübler,P172,ethnic group,What is the ethnicity of gustav schübler,"[0, 0, 0, 0, 0, 1, 1]"
342,Q596110,Fuji River,P403,mouth of the watercourse,What is the mouth of the fuji river,"[0, 0, 0, 0, 0, 0, 1, 1]"
343,Q823107,Bernardsville,P131,located in the administrative territorial entity,"which country locates bernardsville, new jersey","[0, 0, 0, 1, 0, 0]"
344,Q7069487,Number 17,P364,original language of film or TV show,in what language was number 17 filmed in ,"[0, 0, 0, 0, 1, 1, 0, 0]"
345,Q7710804,Tharon Musser,P20,place of death,where was the place that tharon musser died ,"[0, 0, 0, 0, 0, 1, 1, 0]"
346,Q1050571,catcher,P413,position played on team / speciality,whats the name of baseball catcher,"[0, 0, 0, 0, 0, 1]"
347,Q2467066,Yoshimar Yotún,P21,sex or gender,What gender is yoshimar yotún,"[0, 0, 0, 1, 1]"
348,Q6415432,Kirk Fox,P19,place of birth,where in southern california was kirk fox born,"[0, 0, 0, 0, 0, 1, 1, 0]"
349,Q1782272,Karate Kommandos,P495,country of origin,Where does karate kommandos come from?,"[0, 0, 1, 1, 0, 0]"
350,Q669655,3017 Petrovič,P31,instance of,is 3017 petrovič an asteroid or a star,"[0, 1, 1, 0, 0, 0, 0, 0]"
351,Q57231,Tom Tykwer,P162,producer,what film did tom tykwer produce,"[0, 0, 0, 1, 1, 0]"
352,Q7512963,Significant Others,P155,follows,what is the previous work on significant others,"[0, 0, 0, 0, 0, 0, 1, 1]"
353,Q266473,Una Merkel,P20,place of death,where did una merkel spend his last day alive,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
354,Q5510498,Futbolilits,P364,original language of film or TV show,What language is futbolilits in?,"[0, 0, 0, 1, 0]"
355,Q606594,Maryland Heights,P131,located in the administrative territorial entity,"which county is maryland heights, missouri in ","[0, 0, 0, 1, 1, 0, 0]"
356,Q1274453,Michael Tollin,P57,director,What film did mike tollin direct,"[0, 0, 0, 0, 1, 0]"
357,Q7033389,Night Owl,P136,genre,what type of movie is night owl,"[0, 0, 0, 0, 0, 1, 1]"
358,Q5907306,Hosea Taylor,P27,country of citizenship,what country is hosea taylor a citizen of,"[0, 0, 0, 1, 1, 0, 0, 0]"
359,Q2092920,Levon Sayan,P21,sex or gender,what gender is levon sayan?,"[0, 0, 0, 1, 1]"
360,Q763858,The Fatal Mallet,P162,producer,who produced the film the fatal mallet,"[0, 0, 1, 0, 1, 1, 1]"
361,Q4004081,Un tango dalla Russia,P495,country of origin,What country is the film un tango dalla russia from?,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
362,Q7373491,Roy White,P413,position played on team / speciality,what position does roy white play,"[0, 0, 0, 1, 1, 0]"
363,Q5126643,Clarence Lee Swartz,P27,country of citizenship,what is the nationality of clarence lee swartz?,"[0, 0, 0, 0, 0, 1, 1, 1]"
364,Q1513688,Greek Revival architecture,P149,architectural style,what church is an example of greek revival architecture,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
365,Q2020013,Kathryn Forbes,P27,country of citizenship,what is kathryn forbes's nationality?,"[0, 0, 1, 1, 0]"
366,Q2422421,Mícheál Ó Domhnaill,P27,country of citizenship,which country is mícheál Ó domhnaill from,"[0, 0, 0, 1, 1, 1, 0]"
367,Q6893603,Mohan Upreti,P19,place of birth,Where was mohan upreti born,"[0, 0, 1, 1, 0]"
368,Q6174722,Jeff Price,P27,country of citizenship,What country is jeff price a citizen of,"[0, 0, 0, 1, 1, 0, 0, 0]"
369,Q5671493,Harry Pattee,P413,position played on team / speciality,which infield position did harry pattee play,"[0, 0, 0, 0, 1, 1, 0]"
370,Q1368417,Wally Herger,P27,country of citizenship,which country is wally herger from,"[0, 0, 0, 1, 1, 0]"
371,Q160778,Kai Hansen,P19,place of birth,What is the place of birth of kai hansen?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
372,Q877473,Jörg Hahnel,P413,position played on team / speciality,What position does jörg hahnel play?,"[0, 0, 0, 1, 1, 0]"
373,Q128708,Alexander Mackenzie,P21,sex or gender,is alexander mackenzie male or female,"[0, 1, 1, 0, 0, 0]"
374,Q6516810,Left Behind: Eternal Forces,P404,game mode,What gameplay mode is left behind: eternal forces?,"[0, 0, 0, 0, 1, 1, 1, 1]"
375,Q16218622,Willie Limond,P21,sex or gender,what is willie limond's gender?,"[0, 0, 1, 1, 0]"
376,Q16005865,John Platt,P27,country of citizenship,form what country is john platt from,"[0, 0, 0, 0, 1, 1, 0]"
377,Q2150804,Kim Weiskopf,P21,sex or gender,Is kim weiskopf female or male?,"[0, 1, 1, 0, 0, 0]"
378,Q831593,Johann Adam Ackermann,P27,country of citizenship,Where is johann adam ackermann from,"[0, 0, 1, 1, 1, 0]"
379,Q486043,Benzie County,P131,located in the administrative territorial entity,"whats the name of a lake in benzie county, michigan","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
380,Q207544,L. Frank Baum,P40,child,Who is a child of l. frank baum,"[0, 0, 0, 0, 0, 1, 1, 1]"
381,Q315346,Thomas Moore,P19,place of birth,where was thomas moore born,"[0, 0, 1, 1, 0]"
382,Q538274,Faceless,P136,genre,What kind of metal is featured on the album faceless,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
383,Q585659,Quintin Berry,P21,sex or gender,which gender is quintin berry,"[0, 0, 0, 1, 1]"
384,Q2449461,A Woman,P162,producer,who produced the film a woman,"[0, 0, 0, 0, 1, 1]"
385,Q213572,Neue Deutsche Härte,P136,genre,What is the name of an artist from the neue deutsche härte genre,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
386,Q3287722,Marc-Éric Gueï,P27,country of citizenship,what coast does was nominated for Classical Album of the Year declare nationality,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
387,Q29658,To Rome with Love,P495,country of origin,What country produced to rome with love,"[0, 0, 0, 1, 1, 1, 1]"
388,Q7519734,Simon Scardifield,P27,country of citizenship,what nationality is simon scardifield,"[0, 0, 0, 1, 1]"
389,Q448951,Flozell Adams,P413,position played on team / speciality,What position does flozell adams play,"[0, 0, 0, 1, 1, 0]"
390,Q7732,Louis XVI of France,P40,child,Who is louis xvi of france's son,"[0, 0, 1, 1, 1, 1, 0]"
391,Q286080,acoustic music,P136,genre,Who was an artist for the music genre acoustic music?,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
392,Q1035251,Cara-Beth Burnside,P19,place of birth,Where was cara-beth burnside born,"[0, 0, 1, 1, 0]"
393,Q208850,single-player video game,P404,game mode,what is a game with single-player arcade game,"[0, 0, 0, 1, 0, 1, 0, 1]"
394,Q558628,6289 Lanusei,P196,minor planet group,what is (6289) 1984 hp1 a member of?,"[0, 0, 1, 0, 0, 0, 0, 0]"
